geo,life_expectancy_years,time
btn,28.8,1833
btn,28.8,1834
btn,28.8,1835
btn,28.8,1836
btn,28.8,1837
btn,28.8,1838
btn,28.8,1839
btn,28.8,1840
btn,28.8,1841
btn,28.8,1842
btn,28.8,1843
btn,28.8,1844
btn,28.8,1845
btn,28.8,1846
btn,28.8,1847
btn,28.8,1848
btn,28.8,1849
btn,28.8,1850
btn,28.8,1851
btn,28.8,1852
btn,28.8,1853
btn,28.8,1854
btn,28.8,1855
btn,28.8,1856
btn,28.8,1857
btn,28.8,1858
btn,28.8,1859
btn,28.8,1860
btn,28.8,1861
btn,28.8,1862
btn,28.8,1863
btn,28.8,1864
btn,28.8,1865
btn,28.8,1866
btn,28.8,1867
btn,28.8,1868
btn,28.8,1869
btn,28.8,1870
btn,28.8,1871
btn,28.8,1872
btn,28.8,1873
btn,28.8,1874
btn,28.8,1875
btn,28.8,1876
btn,28.8,1877
btn,28.8,1878
btn,28.8,1879
btn,28.8,1880
btn,28.8,1881
btn,28.8,1882
btn,28.8,1883
btn,28.8,1884
btn,28.8,1885
btn,28.8,1886
btn,28.8,1887
btn,28.8,1888
btn,28.8,1889
btn,28.8,1890
btn,28.8,1891
btn,28.8,1892
btn,28.8,1893
btn,28.8,1894
btn,28.8,1895
btn,28.8,1896
btn,28.8,1897
btn,28.8,1898
btn,28.8,1899
btn,28.8,1900
btn,28.8,1901
btn,28.8,1902
btn,28.8,1903
btn,28.8,1904
btn,28.8,1905
btn,28.8,1906
btn,28.8,1907
btn,28.8,1908
btn,28.8,1909
btn,28.8,1910
btn,28.8,1911
btn,28.8,1912
btn,28.8,1913
btn,28.8,1914
btn,28.8,1915
btn,28.8,1916
btn,28.8,1917
btn,18.46,1918
btn,28.8,1919
btn,28.8,1920
btn,29.04,1921
btn,29.29,1922
btn,29.53,1923
btn,29.77,1924
btn,30.01,1925
btn,30.26,1926
btn,30.5,1927
btn,30.74,1928
btn,30.99,1929
btn,31.23,1930
btn,31.47,1931
btn,31.72,1932
btn,31.96,1933
btn,32.2,1934
btn,32.44,1935
btn,32.69,1936
btn,32.93,1937
btn,33.17,1938
btn,33.42,1939
btn,33.66,1940
btn,33.9,1941
btn,34.15,1942
btn,34.39,1943
btn,34.63,1944
btn,34.88,1945
btn,35.12,1946
btn,35.36,1947
btn,35.6,1948
btn,35.85,1949
btn,36.09,1950
btn,36.51,1951
btn,37.11,1952
btn,37.71,1953
btn,38.33,1954
btn,38.95,1955
btn,39.57,1956
btn,40.2,1957
btn,40.84,1958
btn,41.47,1959
btn,42.09,1960
btn,42.71,1961
btn,43.31,1962
btn,43.92,1963
btn,44.52,1964
btn,45.15,1965
btn,45.82,1966
btn,46.54,1967
btn,47.32,1968
btn,48.18,1969
btn,49.1,1970
btn,49.4,1971
btn,49.8,1972
btn,50.1,1973
btn,50.4,1974
btn,50.7,1975
btn,51.1,1976
btn,51.4,1977
btn,51.9,1978
btn,52.3,1979
btn,52.9,1980
btn,53.5,1981
btn,54.1,1982
btn,54.7,1983
btn,55.4,1984
btn,56,1985
btn,56.6,1986
btn,57.3,1987
btn,58,1988
btn,58.7,1989
btn,59.3,1990
btn,59.9,1991
btn,60.5,1992
btn,61,1993
btn,61.4,1994
btn,62.1,1995
btn,62.7,1996
btn,63.2,1997
btn,63.7,1998
btn,64.2,1999
btn,63.9,2000
btn,65.1,2001
btn,65.5,2002
btn,65.9,2003
btn,66.3,2004
btn,66.6,2005
btn,66.9,2006
btn,67.3,2007
btn,67.6,2008
btn,67.9,2009
btn,68.3,2010
btn,68.7,2011
btn,69,2012
btn,69.4,2013
btn,69.8,2014
btn,70.2,2015
bol,33,1800
bol,33,1801
bol,33,1802
bol,33,1803
bol,33,1804
bol,33,1805
bol,33,1806
bol,33,1807
bol,33,1808
bol,33,1809
bol,33,1810
bol,33,1811
bol,33,1812
bol,33,1813
bol,33,1814
bol,33,1815
bol,33,1816
bol,33,1817
bol,33,1818
bol,33,1819
bol,33,1820
bol,33,1821
bol,33,1822
bol,33,1823
bol,33,1824
bol,33,1825
bol,33,1826
bol,33,1827
bol,33,1828
bol,33,1829
bol,33,1830
bol,33,1831
bol,33,1832
bol,33,1833
bol,33,1834
bol,33,1835
bol,33,1836
bol,33,1837
bol,33,1838
bol,33,1839
bol,33,1840
bol,33,1841
bol,33,1842
bol,33,1843
bol,33,1844
bol,33,1845
bol,33,1846
bol,33,1847
bol,33,1848
bol,33,1849
bol,33,1850
bol,33,1851
bol,33,1852
bol,33,1853
bol,33,1854
bol,33,1855
bol,33,1856
bol,33,1857
bol,33,1858
bol,33,1859
bol,33,1860
bol,33,1861
bol,33,1862
bol,33,1863
bol,33,1864
bol,33,1865
bol,33,1866
bol,33,1867
bol,33,1868
bol,33,1869
bol,33,1870
bol,33,1871
bol,33,1872
bol,33,1873
bol,33,1874
bol,33,1875
bol,33,1876
bol,33,1877
bol,33,1878
bol,33,1879
bol,33,1880
bol,33,1881
bol,33,1882
bol,33,1883
bol,33,1884
bol,33,1885
bol,33,1886
bol,33,1887
bol,33,1888
bol,33,1889
bol,33,1890
bol,33,1891
bol,33,1892
bol,33,1893
bol,33,1894
bol,33,1895
bol,33,1896
bol,33,1897
bol,33,1898
bol,33,1899
bol,33,1900
bol,33,1901
bol,33,1902
bol,33,1903
bol,33,1904
bol,33,1905
bol,33,1906
bol,33,1907
bol,33,1908
bol,33,1909
bol,33,1910
bol,33,1911
bol,33,1912
bol,33,1913
bol,33,1914
bol,33,1915
bol,33,1916
bol,33,1917
bol,29.17,1918
bol,33,1919
bol,33,1920
bol,33.09,1921
bol,33.19,1922
bol,33.28,1923
bol,33.37,1924
bol,33.46,1925
bol,33.56,1926
bol,33.65,1927
bol,33.74,1928
bol,33.83,1929
bol,33.93,1930
bol,34.02,1931
bol,34.11,1932
bol,34.21,1933
bol,34.3,1934
bol,34.39,1935
bol,34.48,1936
bol,34.58,1937
bol,34.67,1938
bol,34.76,1939
bol,34.85,1940
bol,35.63,1941
bol,36.41,1942
bol,37.19,1943
bol,37.96,1944
bol,38.74,1945
bol,39.52,1946
bol,40.29,1947
bol,41.07,1948
bol,41.85,1949
bol,42.63,1950
bol,42.86,1951
bol,43.24,1952
bol,43.62,1953
bol,44.01,1954
bol,44.39,1955
bol,44.78,1956
bol,45.18,1957
bol,45.57,1958
bol,45.97,1959
bol,46.37,1960
bol,46.77,1961
bol,47.17,1962
bol,47.58,1963
bol,47.99,1964
bol,48.4,1965
bol,48.8,1966
bol,49.19,1967
bol,49.58,1968
bol,49.98,1969
bol,50.4,1970
bol,51.1,1971
bol,51.8,1972
bol,52.5,1973
bol,53.2,1974
bol,54,1975
bol,54.8,1976
bol,55.5,1977
bol,56.3,1978
bol,57,1979
bol,57.4,1980
bol,58,1981
bol,58.4,1982
bol,58.8,1983
bol,59.3,1984
bol,59.8,1985
bol,60.3,1986
bol,60.8,1987
bol,61.4,1988
bol,62,1989
bol,62.6,1990
bol,63.1,1991
bol,63.6,1992
bol,64.1,1993
bol,64.5,1994
bol,65,1995
bol,65.4,1996
bol,65.9,1997
bol,66.4,1998
bol,67,1999
bol,67.6,2000
bol,68.2,2001
bol,68.7,2002
bol,69.2,2003
bol,69.7,2004
bol,70,2005
bol,70.3,2006
bol,70.6,2007
bol,70.9,2008
bol,71.1,2009
bol,71.3,2010
bol,71.5,2011
bol,71.7,2012
bol,71.9,2013
bol,72.1,2014
bol,72.3,2015
bih,35.1,1800
bih,35.1,1801
bih,35.1,1802
bih,35.1,1803
bih,35.1,1804
bih,35.1,1805
bih,35.1,1806
bih,35.1,1807
bih,35.1,1808
bih,35.1,1809
bih,35.1,1810
bih,35.1,1811
bih,35.1,1812
bih,35.1,1813
bih,35.1,1814
bih,35.1,1815
bih,35.1,1816
bih,35.1,1817
bih,35.1,1818
bih,35.1,1819
bih,35.1,1820
bih,35.1,1821
bih,35.1,1822
bih,35.1,1823
bih,35.1,1824
bih,35.1,1825
bih,35.1,1826
bih,35.1,1827
bih,35.1,1828
bih,35.1,1829
bih,35.1,1830
bih,35.1,1831
bih,35.1,1832
bih,35.1,1833
bih,35.1,1834
bih,35.1,1835
bih,35.1,1836
bih,35.1,1837
bih,35.1,1838
bih,35.1,1839
bih,35.1,1840
bih,35.1,1841
bih,35.1,1842
bih,35.1,1843
bih,35.1,1844
bih,35.1,1845
bih,35.1,1846
bih,35.1,1847
bih,35.1,1848
bih,35.1,1849
bih,35.1,1850
bih,35.1,1851
bih,35.1,1852
bih,35.1,1853
bih,35.1,1854
bih,35.1,1855
bih,35.1,1856
bih,35.1,1857
bih,35.1,1858
bih,35.1,1859
bih,35.1,1860
bih,35.1,1861
bih,35.1,1862
bih,35.1,1863
bih,35.1,1864
bih,35.1,1865
bih,35.1,1866
bih,35.1,1867
bih,35.1,1868
bih,35.1,1869
bih,35.1,1870
bih,35.1,1871
bih,35.1,1872
bih,35.1,1873
bih,35.1,1874
bih,35.1,1875
bih,35.1,1876
bih,35.1,1877
bih,35.1,1878
bih,35.1,1879
bih,35.1,1880
bih,35.1,1881
bih,35.1,1882
bih,35.1,1883
bih,35.1,1884
bih,35.1,1885
bih,35.1,1886
bih,35.1,1887
bih,35.1,1888
bih,35.1,1889
bih,35.1,1890
bih,35.1,1891
bih,35.1,1892
bih,35.1,1893
bih,35.1,1894
bih,35.1,1895
bih,35.1,1896
bih,35.1,1897
bih,35.1,1898
bih,35.1,1899
bih,35.1,1900
bih,35.1,1901
bih,35.1,1902
bih,35.1,1903
bih,35.1,1904
bih,35.1,1905
bih,35.1,1906
bih,35.1,1907
bih,35.1,1908
bih,35.1,1909
bih,35.1,1910
bih,35.1,1911
bih,35.1,1912
bih,35.1,1913
bih,35.1,1914
bih,35.1,1915
bih,35.1,1916
bih,35.1,1917
bih,19.26,1918
bih,35.1,1919
bih,35.1,1920
bih,35.65,1921
bih,36.2,1922
bih,36.76,1923
bih,37.31,1924
bih,37.86,1925
bih,38.41,1926
bih,38.97,1927
bih,39.52,1928
bih,40.07,1929
bih,40.62,1930
bih,41.18,1931
bih,41.73,1932
bih,42.28,1933
bih,42.83,1934
bih,43.39,1935
bih,43.94,1936
bih,44.49,1937
bih,45.04,1938
bih,45.6,1939
bih,46.15,1940
bih,31.54,1941
bih,27.71,1942
bih,24,1943
bih,21.98,1944
bih,26.11,1945
bih,41.22,1946
bih,49.23,1947
bih,50.23,1948
bih,50.94,1949
bih,51.67,1950
bih,52.27,1951
bih,53.43,1952
bih,54.54,1953
bih,55.58,1954
bih,56.57,1955
bih,57.5,1956
bih,58.38,1957
bih,59.2,1958
bih,59.97,1959
bih,60.69,1960
bih,61.36,1961
bih,62,1962
bih,62.6,1963
bih,63.18,1964
bih,63.75,1965
bih,64.32,1966
bih,64.89,1967
bih,65.46,1968
bih,66.03,1969
bih,66.6,1970
bih,66.9,1971
bih,67.2,1972
bih,67.6,1973
bih,67.9,1974
bih,68.2,1975
bih,68.5,1976
bih,68.8,1977
bih,69.2,1978
bih,69.5,1979
bih,69.8,1980
bih,70.2,1981
bih,70.5,1982
bih,70.9,1983
bih,71.2,1984
bih,71.5,1985
bih,71.9,1986
bih,72.2,1987
bih,72.6,1988
bih,73,1989
bih,73.1,1990
bih,72.7,1991
bih,68.1,1992
bih,68.2,1993
bih,70.6,1994
bih,67.1,1995
bih,73,1996
bih,73.7,1997
bih,74.3,1998
bih,74.8,1999
bih,75.2,2000
bih,75.6,2001
bih,75.7,2002
bih,75.8,2003
bih,75.8,2004
bih,75.7,2005
bih,75.6,2006
bih,75.6,2007
bih,75.9,2008
bih,76.2,2009
bih,76.5,2010
bih,77,2011
bih,77.3,2012
bih,77.5,2013
bih,77.7,2014
bih,77.9,2015
bwa,33.6,1800
bwa,33.6,1801
bwa,33.6,1802
bwa,33.6,1803
bwa,33.6,1804
bwa,33.6,1805
bwa,33.6,1806
bwa,33.6,1807
bwa,33.6,1808
bwa,33.6,1809
bwa,33.6,1810
bwa,33.6,1811
bwa,33.6,1812
bwa,33.6,1813
bwa,33.6,1814
bwa,33.6,1815
bwa,33.6,1816
bwa,33.6,1817
bwa,33.6,1818
bwa,33.6,1819
bwa,33.6,1820
bwa,33.6,1821
bwa,33.6,1822
bwa,33.6,1823
bwa,33.6,1824
bwa,33.6,1825
bwa,33.6,1826
bwa,33.6,1827
bwa,33.6,1828
bwa,33.6,1829
bwa,33.6,1830
bwa,33.6,1831
bwa,33.6,1832
bwa,33.6,1833
bwa,33.6,1834
bwa,33.6,1835
bwa,33.6,1836
bwa,33.6,1837
bwa,33.6,1838
bwa,33.6,1839
bwa,33.6,1840
bwa,33.6,1841
bwa,33.6,1842
bwa,33.6,1843
bwa,33.6,1844
bwa,33.6,1845
bwa,33.6,1846
bwa,33.6,1847
bwa,33.6,1848
bwa,33.6,1849
bwa,33.6,1850
bwa,33.6,1851
bwa,33.6,1852
bwa,33.6,1853
bwa,33.6,1854
bwa,33.6,1855
bwa,33.6,1856
bwa,33.6,1857
bwa,33.6,1858
bwa,33.6,1859
bwa,33.6,1860
bwa,33.6,1861
bwa,33.6,1862
bwa,33.6,1863
bwa,33.6,1864
bwa,33.6,1865
bwa,33.6,1866
bwa,33.6,1867
bwa,33.6,1868
bwa,33.6,1869
bwa,33.6,1870
bwa,33.6,1871
bwa,33.6,1872
bwa,33.6,1873
bwa,33.6,1874
bwa,33.6,1875
bwa,33.6,1876
bwa,33.6,1877
bwa,33.6,1878
bwa,33.6,1879
bwa,33.6,1880
bwa,33.6,1881
bwa,33.6,1882
bwa,33.6,1883
bwa,33.6,1884
bwa,33.6,1885
bwa,33.6,1886
bwa,33.6,1887
bwa,33.6,1888
bwa,33.6,1889
bwa,33.6,1890
bwa,33.6,1891
bwa,33.6,1892
bwa,33.6,1893
bwa,33.6,1894
bwa,33.6,1895
bwa,33.6,1896
bwa,33.6,1897
bwa,33.6,1898
bwa,33.6,1899
bwa,33.6,1900
bwa,33.6,1901
bwa,33.6,1902
bwa,33.6,1903
bwa,33.6,1904
bwa,33.6,1905
bwa,33.6,1906
bwa,33.6,1907
bwa,33.6,1908
bwa,33.6,1909
bwa,33.6,1910
bwa,33.6,1911
bwa,33.6,1912
bwa,33.6,1913
bwa,33.6,1914
bwa,33.6,1915
bwa,33.6,1916
bwa,33.6,1917
bwa,10.91,1918
bwa,33.6,1919
bwa,33.6,1920
bwa,33.72,1921
bwa,33.85,1922
bwa,33.97,1923
bwa,34.09,1924
bwa,34.21,1925
bwa,34.34,1926
bwa,34.46,1927
bwa,34.58,1928
bwa,34.71,1929
bwa,34.83,1930
bwa,34.95,1931
bwa,35.07,1932
bwa,35.2,1933
bwa,35.32,1934
bwa,35.44,1935
bwa,35.57,1936
bwa,35.69,1937
bwa,35.81,1938
bwa,35.93,1939
bwa,36.06,1940
bwa,36.18,1941
bwa,36.3,1942
bwa,36.42,1943
bwa,36.55,1944
bwa,36.67,1945
bwa,39.44,1946
bwa,42.21,1947
bwa,44.98,1948
bwa,47.74,1949
bwa,50.51,1950
bwa,50.84,1951
bwa,51.38,1952
bwa,51.92,1953
bwa,52.45,1954
bwa,52.98,1955
bwa,53.51,1956
bwa,54.04,1957
bwa,54.56,1958
bwa,55.07,1959
bwa,55.57,1960
bwa,56.05,1961
bwa,56.52,1962
bwa,56.98,1963
bwa,57.44,1964
bwa,57.91,1965
bwa,58.41,1966
bwa,58.96,1967
bwa,59.55,1968
bwa,60.2,1969
bwa,60.9,1970
bwa,61.4,1971
bwa,62,1972
bwa,62.6,1973
bwa,63.2,1974
bwa,63.7,1975
bwa,64.2,1976
bwa,64.6,1977
bwa,65.1,1978
bwa,65.6,1979
bwa,65.8,1980
bwa,66.2,1981
bwa,66.5,1982
bwa,66.9,1983
bwa,67.2,1984
bwa,67.5,1985
bwa,67.7,1986
bwa,67.9,1987
bwa,68,1988
bwa,68.1,1989
bwa,67.9,1990
bwa,67.6,1991
bwa,66.9,1992
bwa,65.8,1993
bwa,64.2,1994
bwa,62.3,1995
bwa,60.2,1996
bwa,57.9,1997
bwa,55.6,1998
bwa,53.5,1999
bwa,51.6,2000
bwa,50.2,2001
bwa,49.3,2002
bwa,49.4,2003
bwa,51,2004
bwa,54.3,2005
bwa,57.5,2006
bwa,60.1,2007
bwa,61.2,2008
bwa,62.6,2009
bwa,64.5,2010
bwa,65.7,2011
bwa,65.5,2012
bwa,65.8,2013
bwa,66.1,2014
bwa,66.4,2015
bra,32,1800
bra,32,1801
bra,32,1802
bra,32,1803
bra,32,1804
bra,32,1805
bra,32,1806
bra,32,1807
bra,32,1808
bra,32,1809
bra,32,1810
bra,32,1811
bra,32,1812
bra,32,1813
bra,32,1814
bra,32,1815
bra,32,1816
bra,32,1817
bra,32,1818
bra,32,1819
bra,32,1820
bra,32,1821
bra,32,1822
bra,32,1823
bra,32,1824
bra,32,1825
bra,31.99,1826
bra,31.99,1827
bra,31.99,1828
bra,31.99,1829
bra,31.99,1830
bra,31.99,1831
bra,31.99,1832
bra,31.99,1833
bra,31.99,1834
bra,31.99,1835
bra,31.99,1836
bra,31.99,1837
bra,31.99,1838
bra,31.99,1839
bra,31.99,1840
bra,31.99,1841
bra,31.99,1842
bra,31.99,1843
bra,31.99,1844
bra,31.99,1845
bra,31.99,1846
bra,31.99,1847
bra,31.99,1848
bra,31.99,1849
bra,31.99,1850
bra,31.99,1851
bra,31.99,1852
bra,31.99,1853
bra,31.99,1854
bra,31.99,1855
bra,31.99,1856
bra,31.99,1857
bra,31.99,1858
bra,31.99,1859
bra,31.99,1860
bra,31.99,1861
bra,31.99,1862
bra,31.99,1863
bra,31.99,1864
bra,31.99,1865
bra,31.99,1866
bra,31.99,1867
bra,31.99,1868
bra,31.99,1869
bra,31.99,1870
bra,31.99,1871
bra,31.99,1872
bra,31.99,1873
bra,31.99,1874
bra,31.99,1875
bra,31.99,1876
bra,31.99,1877
bra,31.98,1878
bra,31.98,1879
bra,31.98,1880
bra,31.98,1881
bra,31.98,1882
bra,31.98,1883
bra,31.98,1884
bra,31.98,1885
bra,31.98,1886
bra,31.98,1887
bra,31.98,1888
bra,31.98,1889
bra,31.98,1890
bra,31.98,1891
bra,31.98,1892
bra,31.98,1893
bra,31.98,1894
bra,31.98,1895
bra,31.98,1896
bra,31.98,1897
bra,31.98,1898
bra,31.98,1899
bra,31.98,1900
bra,31.98,1901
bra,31.98,1902
bra,31.98,1903
bra,31.98,1904
bra,31.98,1905
bra,31.98,1906
bra,31.98,1907
bra,31.98,1908
bra,31.98,1909
bra,31.98,1910
bra,31.98,1911
bra,31.98,1912
bra,31.98,1913
bra,31.98,1914
bra,31.98,1915
bra,31.98,1916
bra,31.98,1917
bra,26.98,1918
bra,31.98,1919
bra,31.98,1920
bra,32.02,1921
bra,32.06,1922
bra,32.11,1923
bra,32.15,1924
bra,32.19,1925
bra,32.23,1926
bra,32.28,1927
bra,32.32,1928
bra,32.36,1929
bra,32.41,1930
bra,32.91,1931
bra,33.42,1932
bra,33.92,1933
bra,34.43,1934
bra,34.93,1935
bra,35.44,1936
bra,35.94,1937
bra,36.45,1938
bra,36.95,1939
bra,37.45,1940
bra,38.63,1941
bra,39.8,1942
bra,40.97,1943
bra,42.14,1944
bra,43.32,1945
bra,44.91,1946
bra,46.49,1947
bra,48.08,1948
bra,49.67,1949
bra,51.26,1950
bra,51.54,1951
bra,52.07,1952
bra,52.59,1953
bra,53.12,1954
bra,53.65,1955
bra,54.19,1956
bra,54.73,1957
bra,55.27,1958
bra,55.8,1959
bra,56.33,1960
bra,56.85,1961
bra,57.35,1962
bra,57.84,1963
bra,58.31,1964
bra,58.77,1965
bra,59.21,1966
bra,59.63,1967
bra,60.06,1968
bra,60.48,1969
bra,60.9,1970
bra,61.2,1971
bra,61.6,1972
bra,62.1,1973
bra,62.6,1974
bra,63.1,1975
bra,63.4,1976
bra,64.1,1977
bra,64.6,1978
bra,65,1979
bra,65.3,1980
bra,66.4,1981
bra,67,1982
bra,67,1983
bra,67.1,1984
bra,67.4,1985
bra,67.6,1986
bra,68,1987
bra,68.2,1988
bra,68.6,1989
bra,69.1,1990
bra,69.5,1991
bra,69.7,1992
bra,69.7,1993
bra,70,1994
bra,70.2,1995
bra,70.5,1996
bra,71,1997
bra,71.2,1998
bra,71.5,1999
bra,71.9,2000
bra,72.2,2001
bra,72.5,2002
bra,72.7,2003
bra,73,2004
bra,73.4,2005
bra,73.7,2006
bra,73.8,2007
bra,73.9,2008
bra,74,2009
bra,74.2,2010
bra,74.5,2011
bra,74.7,2012
bra,75,2013
bra,75.3,2014
bra,75.6,2015
brn,29.2,1800
brn,29.2,1801
brn,29.2,1802
brn,29.2,1803
brn,29.2,1804
brn,29.2,1805
brn,29.2,1806
brn,29.2,1807
brn,29.2,1808
brn,29.2,1809
brn,29.2,1810
brn,29.2,1811
brn,29.2,1812
brn,29.2,1813
brn,29.2,1814
brn,29.2,1815
brn,29.2,1816
brn,29.2,1817
brn,29.2,1818
brn,29.2,1819
brn,29.2,1820
brn,29.2,1821
brn,29.2,1822
brn,29.2,1823
brn,29.2,1824
brn,29.2,1825
brn,29.2,1826
brn,29.2,1827
brn,29.2,1828
brn,29.2,1829
brn,29.2,1830
brn,29.2,1831
brn,29.2,1832
brn,29.2,1833
brn,29.2,1834
brn,29.2,1835
brn,29.2,1836
brn,29.2,1837
brn,29.2,1838
brn,29.2,1839
brn,29.2,1840
brn,29.2,1841
brn,29.2,1842
brn,29.2,1843
brn,29.2,1844
brn,29.2,1845
brn,29.2,1846
brn,29.2,1847
brn,29.2,1848
brn,29.2,1849
brn,29.2,1850
brn,29.2,1851
brn,29.2,1852
brn,29.2,1853
brn,29.2,1854
brn,29.2,1855
brn,29.2,1856
brn,29.2,1857
brn,29.2,1858
brn,29.2,1859
brn,29.2,1860
brn,29.2,1861
brn,29.2,1862
brn,29.2,1863
brn,29.2,1864
brn,29.2,1865
brn,29.2,1866
brn,29.2,1867
brn,29.2,1868
brn,29.2,1869
brn,29.2,1870
brn,29.2,1871
brn,29.2,1872
brn,29.2,1873
brn,29.2,1874
brn,29.2,1875
brn,29.2,1876
brn,29.2,1877
brn,29.2,1878
brn,29.2,1879
brn,29.2,1880
brn,29.2,1881
brn,29.2,1882
brn,29.2,1883
brn,29.2,1884
brn,29.2,1885
brn,29.2,1886
brn,29.2,1887
brn,29.2,1888
brn,29.2,1889
brn,29.2,1890
brn,29.2,1891
brn,29.2,1892
brn,29.2,1893
brn,29.2,1894
brn,29.2,1895
brn,29.2,1896
brn,29.2,1897
brn,29.2,1898
brn,29.2,1899
brn,29.2,1900
brn,29.2,1901
brn,29.2,1902
brn,29.2,1903
brn,29.2,1904
brn,29.2,1905
brn,29.2,1906
brn,29.2,1907
brn,29.2,1908
brn,29.2,1909
brn,29.2,1910
brn,29.2,1911
brn,29.9,1912
brn,30.61,1913
brn,31.31,1914
brn,32.01,1915
brn,32.72,1916
brn,33.42,1917
brn,27.71,1918
brn,34.83,1919
brn,35.53,1920
brn,36.25,1921
brn,36.98,1922
brn,37.7,1923
brn,38.42,1924
brn,39.14,1925
brn,39.87,1926
brn,40.59,1927
brn,41.31,1928
brn,42.04,1929
brn,42.76,1930
brn,43.48,1931
brn,44.2,1932
brn,44.93,1933
brn,45.65,1934
brn,46.37,1935
brn,47.09,1936
brn,47.82,1937
brn,48.54,1938
brn,49.26,1939
brn,49.99,1940
brn,50.71,1941
brn,51.43,1942
brn,52.15,1943
brn,52.88,1944
brn,53.6,1945
brn,54.32,1946
brn,55.05,1947
brn,55.77,1948
brn,56.49,1949
brn,57.21,1950
brn,57.53,1951
brn,58.16,1952
brn,58.79,1953
brn,59.42,1954
brn,60.05,1955
brn,60.69,1956
brn,61.32,1957
brn,61.96,1958
brn,62.58,1959
brn,63.2,1960
brn,63.8,1961
brn,64.37,1962
brn,64.93,1963
brn,65.45,1964
brn,65.95,1965
brn,66.43,1966
brn,66.89,1967
brn,67.33,1968
brn,67.77,1969
brn,68.2,1970
brn,69,1971
brn,69.8,1972
brn,70.6,1973
brn,71.1,1974
brn,71.2,1975
brn,71.2,1976
brn,71.1,1977
brn,70.9,1978
brn,71,1979
brn,71.1,1980
brn,71.2,1981
brn,71.5,1982
brn,72,1983
brn,72.5,1984
brn,72.9,1985
brn,73.3,1986
brn,73.5,1987
brn,73.7,1988
brn,73.8,1989
brn,73.9,1990
brn,73.9,1991
brn,73.9,1992
brn,74,1993
brn,74.1,1994
brn,74.3,1995
brn,74.5,1996
brn,74.7,1997
brn,75,1998
brn,75.3,1999
brn,75.5,2000
brn,75.9,2001
brn,76.3,2002
brn,76.8,2003
brn,77.1,2004
brn,77.3,2005
brn,77.4,2006
brn,77.5,2007
brn,77.8,2008
brn,78.1,2009
brn,78.5,2010
brn,78.7,2011
brn,78.7,2012
brn,78.7,2013
brn,78.7,2014
brn,78.7,2015
